Epoch,tr_loss,tr_pos,tr_neg,val_seen_acc,val_unseen_acc,val_joint_acc,harmonic_mean_acc
1,0.11873031601023215,25.53846153846154,1156.0,0.45353845715522767,0.7656667119264603,0.5455988946557045,0.5696486662434357
2,0.07697966986168654,20.307692307692307,721.974358974359,0.5303846201300622,0.7643333768844605,0.5694661295413971,0.6262223413691299
3,0.068750059327636,17.58974358974359,679.0512820512821,0.5180000057816505,0.796666710972786,0.5808503121137619,0.6277992066441488
4,0.057386727239458986,15.179487179487179,585.6410256410256,0.5730000013113021,0.7800000444054603,0.5883587846159934,0.660665205270373
5,0.05089601231977726,14.282051282051283,542.6666666666666,0.5979615396261215,0.7796667098999024,0.5936864697933197,0.6768309323032236
6,0.047570836963132024,13.58974358974359,491.53846153846155,0.6107692289352417,0.7756667104363442,0.6111672785878182,0.6834118262379639
7,0.04121413293222968,11.820512820512821,454.7692307692308,0.5885000014305115,0.7860000425577164,0.6017627406120301,0.673060765902107
8,0.03764041190823683,10.974358974358974,433.1025641025641,0.6174615377187729,0.7786667135357856,0.6139691522717476,0.6887572769596007
9,0.03266630749194286,9.153846153846153,397.79487179487177,0.6201153856515884,0.782000042796135,0.6062486192584038,0.6917123202259436
10,0.03132866845967678,9.615384615384615,379.5897435897436,0.6122692322731018,0.7846667110919953,0.6097231945395469,0.6878300856562516
11,0.03151585718091482,9.179487179487179,363.05128205128204,0.6185384619235993,0.7736667114496231,0.5931073731184006,0.687459904465175
12,0.030859744534469567,8.205128205128204,373.35897435897436,0.6608461511135101,0.7860000425577164,0.6209746104478836,0.718010117690994
13,0.02723234226831641,8.025641025641026,348.0,0.6549230754375458,0.7823333770036698,0.6281610497832298,0.7129808746579838
14,0.02642465309980206,7.641025641025641,331.8974358974359,0.6582307678461075,0.7813333797454834,0.6409322342276573,0.7145185872461334
15,0.023814334781864323,7.205128205128205,317.0,0.6718846094608307,0.7960000443458557,0.6303700852394104,0.7286951022195952
16,0.02207985925129973,6.615384615384615,305.2307692307692,0.6672307670116424,0.7560000413656235,0.623065005838871,0.708847060493798
17,0.021875592700850505,6.6923076923076925,292.9230769230769,0.679692302942276,0.7923333746194839,0.6349435341358185,0.7317031276046435
18,0.022430323327007968,6.282051282051282,291.38461538461536,0.6689230740070343,0.7873333755135536,0.6248932719230652,0.7233141689985219
19,0.02036174799864873,5.384615384615385,282.7692307692308,0.6626153826713562,0.8070000445842743,0.6175169795751572,0.7277150653713128
20,0.019206920638680458,5.794871794871795,260.20512820512823,0.6728461509943009,0.7950000441074372,0.6298022907972336,0.7288402851783979
21,0.018078019794745322,5.256410256410256,256.9230769230769,0.6835769176483154,0.8013333821296692,0.6467034232616424,0.7377859840379569
22,0.018746671135513447,5.641025641025641,269.5897435897436,0.687076919078827,0.8006667107343673,0.6271497523784637,0.7395355030213401
23,0.01668848103294388,4.512820512820513,243.94871794871796,0.6906923007965088,0.7806667098402977,0.613731669485569,0.7329285131321809
24,0.015908817306925088,4.205128205128205,236.94871794871796,0.6949999994039535,0.784666708111763,0.65784184217453,0.7371164856247668
25,0.015883889108991776,4.923076923076923,233.94871794871796,0.7028846114873886,0.7983333790302276,0.6426022130250931,0.747574636730269
26,0.014069601648654312,4.0,222.64102564102564,0.7074615335464478,0.7866667097806931,0.6499068146944046,0.7449647503511294
27,0.014586516297780551,3.871794871794872,216.82051282051282,0.6896923023462296,0.8053333759307861,0.6369689580798149,0.7430403882321125
28,0.013426487931074241,3.641025641025641,221.64102564102564,0.7016923075914383,0.7956667107343673,0.632081952393055,0.7457305876490953
29,0.013449495288137442,4.051282051282051,206.07692307692307,0.702538456916809,0.7700000435113907,0.6242401447892189,0.734723937251303
30,0.012017555875130571,3.230769230769231,195.89743589743588,0.6864230710268021,0.7933333790302277,0.6250311067700386,0.7360161658508216
31,0.01327718291670466,4.461538461538462,196.92307692307693,0.7084999972581864,0.7793333777785301,0.6451243257522583,0.7422305552268924
32,0.012925801500200462,4.102564102564102,202.12820512820514,0.6995384579896927,0.7876667124032974,0.642680823802948,0.7409914494296872
33,0.011981791313677931,3.41025641025641,188.43589743589743,0.7039615350961685,0.7906667125225068,0.6349520099163055,0.7447991881373701
34,0.011371768264768597,3.5128205128205128,179.43589743589743,0.6955384582281112,0.7726667097210884,0.6404107096791267,0.7320767202505697
35,0.01162975005662212,3.3076923076923075,180.6153846153846,0.6921538400650025,0.7893333822488785,0.6278390127420426,0.737556319603957
36,0.011384869885380166,3.641025641025641,177.89743589743588,0.7118076878786087,0.7706667092442513,0.6399265852570534,0.7400687519417632
37,0.010471768223513395,3.3846153846153846,165.84615384615384,0.7020769155025482,0.778666709959507,0.6239237633347511,0.7383910523501991
38,0.01045790053523468,2.871794871794872,165.07692307692307,0.7203461527824402,0.7843333768844605,0.6243700835108758,0.7509792210207793
39,0.010894226593872866,3.3333333333333335,171.33333333333334,0.717923075556755,0.8030000424385071,0.6503644418716431,0.7580820533513037
40,0.009466621129272075,2.769230769230769,159.05128205128204,0.7209230715036392,0.7963333791494369,0.6403236222267151,0.7567542130273035
41,0.009726064960257364,2.5641025641025643,157.94871794871796,0.7208076882362365,0.7580000430345535,0.650810766518116,0.7389361674937797
42,0.00929462187923491,2.4615384615384617,147.43589743589743,0.7156153804063797,0.7670000422000885,0.6436977723240852,0.7404172634408304
43,0.008852375826487938,2.3846153846153846,148.4102564102564,0.7303846108913422,0.8076667127013206,0.6390508809685707,0.7670840740324665
44,0.009733804310552584,3.051282051282051,156.33333333333334,0.7294999998807907,0.7666667133569718,0.6237231945991516,0.747621722036853
45,0.009876932984647842,2.6153846153846154,157.07692307692307,0.7153076922893524,0.769666714668274,0.6283022877573967,0.7414922693910109
46,0.008821767581722293,2.4358974358974357,141.74358974358975,0.7250384598970413,0.7966667085886001,0.6261892971396447,0.7591667760728565
47,0.009799850782236228,3.2051282051282053,148.17948717948718,0.712115381360054,0.798333375453949,0.6429265862703324,0.752763671788508
48,0.008021357534930874,2.1538461538461537,133.76923076923077,0.7255769234895706,0.7933333772420883,0.6192379996180535,0.7579438902792708
49,0.008130570091545964,2.4871794871794872,126.2051282051282,0.7241153818368912,0.7803333795070648,0.638468958735466,0.7511740081557282
50,0.008368833193507714,2.358974358974359,132.6153846153846,0.717769227027893,0.7693333795666695,0.6420825400948524,0.7426573293995652
